bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,constant
-0.08432210043304667,0.08553722109962411,0.3650478347812518,0.0,0.006306478142327007,0.1144771913214361,0.11803787531993601,0.05682337372732184,0.3089434116492527,0.06845095981818727,0.001439150867009743,-0.20307868986050848,0.023180877940733792,0.2097421910955792,-0.03895580347274294,0.05124327976929614,-0.012741228947995849,-0.004096083447784116
-0.08083041255849538,0.07317227140642021,0.3687288454023332,0.0006254763819445952,-0.03622395431773755,0.11277705750807543,0.11064780239952071,0.06578202896438272,0.2576751961563306,0.12265779275252461,0.00807111256169698,-0.13525789001780467,0.03687379829063859,0.3591732884976446,-0.06015171471914574,0.05354760558146086,0.0,0.09981041703440963
-0.010631573400786735,0.0,0.11514545788176317,0.02770140210259889,-0.007716361058007783,0.062256638573372367,0.09233850590979302,0.026398855754539215,0.13525364769724274,0.09440262382097328,0.0,0.0,0.02240045363903982,0.181152808444367,0.01272560171064111,0.04583305547265611,0.011288525562385967,-0.2712025610555201
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8539275122217057
-0.006534086624842094,0.0014025784357141417,0.11227457500728263,0.026710950791764696,-0.009289797212941835,0.06354414013386554,0.09328206888392569,0.027290057006787178,0.15314716611346513,0.09291391689329125,5.528374897020058e-5,0.00046300776223569615,0.02212308928130059,0.18381619883313247,0.013687123044049974,0.037964024217473163,0.010738180787536186,-0.2689569650173239
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6919213400702113
-0.00524972395024331,0.00019907105461275593,0.11011907178619604,0.027744921240091803,-0.009504174328727423,0.062440863050459275,0.09552173912097059,0.027365741319092928,0.15317111854099544,0.09481103328283111,0.0001417892927559369,0.0033697079532461808,0.021982773604819178,0.1918910062228243,0.009869245864137973,0.039369171500451425,0.011846077161948921,-0.2617299584029579
-0.07500365174757004,0.06675978656001458,0.44326551558815086,0.0,-0.06303952241008273,0.2181518581154217,0.0998434616747309,0.06461895730933102,0.26502542917291616,0.17699220329281756,2.83703891589315e-5,-0.11362130936060386,0.040805992724042985,0.28603269962581906,-0.18698428301094872,0.06845219778303593,-0.004943932367778248,0.15104085096826947
-0.11914036245182336,0.028439885219866932,0.3821908800150403,0.0,-0.10936814460099274,0.19400585967134087,0.04481049030255851,0.034072697405599976,0.27441618170985327,0.45100873320760504,3.5159291469168605e-5,-0.08170733790428475,0.014235226229913269,0.4221672557321904,0.03994321264784665,0.25036871129073734,0.0,0.4655360426686712
0.0,0.0,0.12252982750102293,0.0,-0.04457420202285588,0.04568339590751977,0.06308931742415955,0.057924583089803416,0.29493745595316306,0.21765836577778994,8.554935388332345e-5,-0.06525637841627495,0.029757975687862117,0.3388635005092401,0.06389733976167254,0.31199000980457253,0.0,0.35828893608274326
0.0,0.23768190772705752,0.5053550109656555,0.0,-0.27327804587914667,0.22174748348545106,0.056632616709384034,0.081440238270013,0.4368612164882732,0.6920676547996636,0.0,-0.19683861877819173,0.08082624941385662,0.8649857253059053,0.0,0.28744431179921964,0.0,-1.1083203536329507
-0.014325142463060157,0.0,0.2998221541465003,0.021379903199352412,-0.010235340872520964,0.17678638315849982,0.11712963423649451,0.04625982566423017,0.16568230372524664,0.063779296194106,0.0,0.0,0.005976444630526995,0.0,-0.14793174237463955,0.05532283599466987,0.0,0.21655503780094953
0.0,0.0,0.14148941805220214,0.0,-0.06359701116802706,0.1373445574411368,0.1797876715846842,0.048684349510366765,0.20998193862467676,0.17502699773226538,0.0,0.0,0.0,-0.41775278559742046,-0.03214744871800762,0.0680509446483209,0.0,0.4819300432570366
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6587989315349605
0.0,0.0,0.14596694322573472,0.0,-0.06309798699797203,0.13720911099305497,0.17854573376806435,0.05093000359612067,0.22539419296429772,0.16932347193932548,8.980231961787887e-5,0.0,0.0,-0.4142090540925691,-0.030911023361407303,0.06029011025877241,0.0,0.4749922812361509
